0,0,4,6404,162,1.0,0.0,0.0,0.35,0.25,0.05
1,5,4,6429,163,1.0,0.0,0.0,0.3,0.25,-0.1
2,9,4,6469,164,1.0,0.0,0.0,0.35,0.25,-0.05
3,14,4,6494,165,1.0,0.0,0.0,0.35,0.25,0.2
4,19,4,6538,166,1.0,0.0,0.0,0.3,0.25,0.0
5,23,4,6570,167,1.0,0.0,0.0,0.3,0.25,0.0
6,28,4,6595,168,1.0,0.0,0.0,0.25,0.25,-0.1
7,33,4,6630,168,1.0,0.0,0.0,0.25,0.25,-0.05
8,37,4,6654,169,1.0,0.0,0.0,0.3,0.25,0.05
9,42,4,6684,170,1.0,0.0,0.0,0.3,0.25,0.1
10,47,4,6718,171,1.0,0.0,0.0,0.35,0.2,0.25
11,52,4,6743,172,1.0,0.0,0.0,0.4,0.2,0.2
12,56,4,6775,172,1.0,0.0,0.0,0.4,0.2,0.1
13,61,4,6797,173,1.0,0.0,0.0,0.45,0.2,0.25
14,66,4,6818,174,1.0,0.0,0.0,0.45,0.2,0.3
15,71,4,6845,174,1.0,0.0,0.0,0.4,0.2,0.15
16,76,4,6879,175,1.0,0.0,0.0,0.4,0.2,0.1
17,81,4,6892,176,1.0,0.0,0.0,0.4,0.2,0.15
18,86,4,6919,176,1.0,0.0,0.0,0.4,0.2,0.3
19,90,4,6942,177,1.0,0.0,0.0,0.4,0.15,0.25
20,95,4,6956,177,1.0,0.0,0.0,0.4,0.15,0.35
21,100,4,6976,178,1.0,0.0,0.0,0.4,0.15,0.4
22,105,4,6997,178,1.0,0.0,0.0,0.35,0.15,0.45
23,110,4,7009,179,1.0,0.0,0.0,0.35,0.15,0.5
24,115,4,7051,179,1.0,0.0,0.0,0.25,0.15,0.0
25,120,5,7467,180,1.0,0.0,1.0,0.2,-0.1,-0.05
26,125,5,7460,179,1.0,0.0,0.7999998,0.2,-0.05,0.0
27,130,5,6921,180,1.0,0.0,0.0,0.15,0.2,-0.05
28,135,5,6078,180,1.0,0.0,0.0,0.15,0.2,0.0
29,140,5,5751,181,1.0,0.0,0.0,0.1,0.1,0.0
30,145,5,5751,182,1.0,0.0,0.0,0.1,0.15,0.0
31,150,5,5768,182,1.0,0.0,0.0,0.05,0.15,0.0
32,155,5,5783,182,1.0,0.0,0.0,0.05,0.15,0.0
33,160,5,5790,183,1.0,0.0,0.0,0.0,0.15,0.05
34,165,5,5809,183,1.0,0.0,0.0,-0.1,0.15,0.0
35,171,5,5830,184,1.0,0.0,0.0,-0.15,0.15,-0.05
36,176,5,5836,184,1.0,0.0,0.0,-0.25,0.15,0.05
37,181,5,5852,185,1.0,0.0,0.0,-0.3,0.15,-0.05
38,186,5,5870,185,1.0,0.0,0.0,-0.3,0.1,0.0
39,191,5,5883,186,1.0,0.0,0.0,-0.35,0.1,-0.05
40,196,5,5890,186,1.0,0.0,0.0,-0.4,0.1,0.0
41,202,5,5906,186,1.0,0.0,0.0,-0.4,0.1,0.0
42,207,5,5921,187,1.0,0.0,0.0,-0.4,0.1,-0.05
43,212,5,5926,187,1.0,0.0,0.0,-0.45,0.1,0.05
44,217,5,5937,188,1.0,0.0,0.0,-0.45,0.1,0.0
45,222,5,5956,188,1.0,0.0,0.0,-0.45,0.1,-0.05
46,228,5,5960,188,1.0,0.0,0.0,-0.45,0.1,0.0
47,233,5,5967,189,1.0,0.0,0.0,-0.5,0.1,0.05
48,238,5,5988,189,1.0,0.0,0.0,-0.45,0.15,-0.05
49,244,5,5997,189,1.0,0.0,0.0,-0.5,0.1,0.0
50,249,5,6002,190,1.0,0.0,0.0,-0.5,0.1,0.0
51,254,5,6015,190,1.0,0.0,0.0,-0.55,0.1,0.0
52,260,5,6040,190,1.0,0.0,0.0,-0.55,0.1,-0.1
53,265,5,6036,191,1.0,0.0,0.0,-0.55,0.1,0.05
54,270,5,6045,191,1.0,0.0,0.0,-0.6,0.1,0.05
55,276,5,6060,191,1.0,0.0,0.0,-0.6,0.1,0.0
56,281,5,6049,192,1.0,0.0,0.0,-0.75,0.1,0.5
57,286,5,6047,192,1.0,0.0,0.0,-0.8,0.1,0.65
58,292,5,6055,192,1.0,0.0,0.0,-0.75,0.05,0.55
59,297,5,6063,192,1.0,0.0,0.0,-0.7,0.05,0.5
60,302,5,6070,192,1.0,0.0,0.0,-0.65,0.05,0.5
61,308,5,6073,192,1.0,0.0,0.0,-0.55,0.05,0.4
62,313,5,6081,192,1.0,0.0,0.0,-0.5,0.05,0.4
63,318,5,6090,193,1.0,0.0,0.0,-0.45,0.05,0.3
64,324,5,6093,193,1.0,0.0,0.0,-0.35,0.05,0.3
65,329,5,6095,193,1.0,0.0,0.0,-0.35,0.05,0.3
66,334,5,6107,193,1.0,0.0,0.0,-0.3,0.05,0.2
67,340,5,6107,193,1.0,0.0,0.0,-0.25,0.05,0.2
68,345,5,6108,193,1.0,0.0,0.0,-0.25,0.05,0.2
69,351,5,6122,193,1.0,0.0,0.0,-0.2,0.0,0.1
70,356,5,6036,193,1.0,0.26611733,0.0,-0.15,-0.2,0.15
71,361,5,5780,191,0.5611048,0.67833984,0.0,-0.1,-0.75,0.1
72,367,5,5521,188,0.13638514,0.9408255,0.0,-0.05,-1.15,-0.05
73,372,5,5396,183,0.0,1.0,0.0,0.05,-1.3,-0.05
74,377,4,5127,179,0.0,1.0,1.0,0.1,-1.3,0.0
75,382,4,5770,174,0.0,1.0,0.19999984,0.15,-1.4,-0.1
76,386,4,6128,169,0.0,0.97555506,0.0,0.15,-1.3,-0.2
77,391,3,5695,165,0.0,0.89944303,1.0,0.3,-1.15,-0.15
78,396,3,6262,161,0.0,0.8408331,0.19999984,0.2,-1.1,-0.05
79,400,3,6987,158,0.0,0.77582973,0.0,0.15,-0.9,-0.4
80,404,3,6664,155,0.0,0.76945144,0.0,0.25,-1.05,-0.35
81,409,3,6438,151,0.0,0.76945144,0.0,0.25,-0.85,-0.4
82,413,3,6437,147,0.0,0.80833143,0.0,0.3,-0.95,-0.35
83,417,3,6497,144,0.0,0.8452735,0.0,0.35,-0.95,-0.35
84,421,2,6401,140,0.0,0.8605478,1.0,0.4,-0.9,-0.3
85,425,2,6086,136,0.0,0.90611124,0.7999998,0.4,-1.1,-0.15
86,428,2,7063,132,0.0,0.9624933,0.0,0.25,-1.15,-0.1
87,432,2,6730,128,0.0,0.9799954,0.0,0.25,-1.15,-0.1
88,435,2,7472,124,0.0,0.9822232,0.0,0.45,-1.25,0.0
89,439,2,7261,120,0.0,0.9236133,0.0,0.45,-1.15,-0.05
90,442,2,7053,116,0.0,0.83222705,0.0,0.5,-1.05,-0.1
91,445,2,6847,112,0.0,0.80389106,0.0,0.55,-1.0,-0.1
92,448,2,6639,109,0.0,0.7802701,0.0,0.65,-1.0,-0.05
93,451,2,6446,105,0.0,0.723888,0.0,0.75,-0.9,-0.05
94,454,2,6210,102,0.0,0.7063859,0.0,0.8,-0.9,-0.05
95,457,2,5979,99,0.0,0.66082245,0.0,0.8,-0.85,-0.1
96,460,2,5784,96,0.0,0.6216678,0.0,0.85,-0.8,-0.1
97,463,2,5646,93,0.0,0.5499962,0.0,0.9,-0.75,-0.1
98,465,2,5518,90,0.0,0.46666667,0.0,0.9,-0.8,-0.1
99,468,2,5374,87,0.0,0.41832608,0.0,0.8,-0.8,-0.1
100,471,2,5247,84,0.0,0.3588922,0.0,0.85,-0.8,0.0
101,473,2,5050,81,0.0,0.3233387,0.0,1.0,-0.65,-0.05
102,476,2,4906,79,0.0,0.2616617,0.0,1.2,-0.45,0.0
103,478,2,4814,77,0.0,0.20888075,0.0,1.1,-0.35,-0.1
104,480,2,4726,75,0.061387043,0.14499122,0.0,1.3,-0.35,0.05
105,483,2,4712,73,0.23971923,0.07222095,0.0,1.3,-0.2,0.05
106,485,2,4701,72,0.38971543,0.028336003,0.0,1.35,-0.1,0.1
107,487,2,4748,72,0.6369421,0.0,0.0,1.4,0.0,0.15
108,489,2,4770,71,0.7108263,0.0,0.0,1.35,0.05,0.1
109,491,2,4777,71,0.7844358,0.0,0.0,1.3,0.1,0.05
110,493,2,4794,71,0.8411078,0.0,0.0,1.3,0.1,0.05
111,496,2,4813,71,0.8691692,0.0,0.0,1.3,0.15,0.1
112,498,2,4846,71,0.9341573,0.0,0.0,1.3,0.15,0.1
113,500,2,4900,71,0.99972534,0.0,0.0,1.35,0.2,0.1
114,502,2,4906,72,1.0,0.0,0.0,1.35,0.2,0.15
115,504,2,4932,72,1.0,0.0,0.0,1.4,0.2,0.2
116,506,2,5004,72,1.0,0.0,0.0,1.35,0.25,0.15
117,508,2,5003,73,1.0,0.0,0.0,1.3,0.25,0.1
118,510,2,5043,73,1.0,0.0,0.0,1.35,0.25,0.1
119,512,2,5064,74,1.0,0.0,0.0,1.4,0.25,0.15
120,514,2,5085,74,1.0,0.0,0.0,1.45,0.25,0.2
121,516,2,5123,74,1.0,0.0,0.0,1.45,0.25,0.25
122,518,2,5149,75,1.0,0.0,0.0,1.35,0.2,0.1
123,520,2,5314,75,1.0,0.0,0.0,1.2,0.3,0.0
124,522,2,5395,76,1.0,0.0,0.0,1.0,0.3,-0.15
125,524,2,5458,76,1.0,0.0,0.0,1.0,0.35,-0.15
126,526,2,5407,77,1.0,0.0,0.0,1.1,0.35,-0.05
127,528,2,5433,78,1.0,0.0,0.0,1.05,0.35,-0.05
128,530,2,5462,79,1.0,0.0,0.0,1.1,0.4,-0.05
129,532,2,5511,80,1.0,0.0,0.0,1.1,0.35,0.0
130,534,2,5571,81,1.0,0.0,0.0,1.1,0.35,0.0
131,536,2,5642,82,1.0,0.0,0.0,1.1,0.35,0.05
132,538,2,5710,83,1.0,0.0,0.0,1.1,0.35,0.05
133,540,2,5815,84,1.0,0.0,0.0,1.05,0.35,0.0
134,543,2,5853,85,1.0,0.0,0.0,1.0,0.4,-0.05
135,545,2,5922,86,1.0,0.0,0.0,1.0,0.4,0.0
136,547,2,5972,87,1.0,0.0,0.0,1.0,0.4,0.0
137,549,2,6058,88,1.0,0.0,0.0,1.0,0.4,0.0
138,552,2,6113,89,1.0,0.0,0.0,0.95,0.4,0.0
139,554,2,6170,90,1.0,0.0,0.0,1.0,0.35,0.0
140,557,2,6261,91,1.0,0.0,0.0,0.95,0.35,0.0
141,559,2,6308,92,1.0,0.0,0.0,0.95,0.35,0.0
142,562,2,6387,93,1.0,0.0,0.0,0.95,0.35,0.0
143,564,2,6443,94,1.0,0.0,0.0,0.95,0.35,0.0
144,567,2,6514,95,1.0,0.0,0.0,0.95,0.35,0.0
145,569,2,6600,96,1.0,0.0,0.0,0.9,0.35,-0.05
146,572,2,6668,97,1.0,0.0,0.0,0.9,0.35,-0.05
147,575,2,6767,98,1.0,0.0,0.0,0.9,0.35,-0.1
148,577,2,6835,99,1.0,0.0,0.0,0.9,0.3,-0.15
149,580,2,6959,100,1.0,0.0,0.0,0.85,0.35,-0.2
150,583,2,6899,101,1.0,0.0,0.0,1.05,0.35,-0.05
151,585,3,7478,101,1.0,0.0,1.0,1.1,-0.05,0.0
152,588,3,7440,101,1.0,0.0,0.5999998,1.05,0.1,-0.05
153,591,3,6742,102,1.0,0.0,0.0,1.05,0.45,0.0
154,594,3,5959,103,1.0,0.0,0.0,1.1,0.45,0.05
155,597,3,5346,104,1.0,0.0,0.0,1.25,0.45,0.3
156,600,3,5446,105,1.0,0.0,0.0,0.8,0.25,-0.1
157,602,3,5914,105,1.0,0.0,0.0,0.45,0.2,-0.35
158,605,3,5587,107,1.0,0.0,0.0,0.4,0.25,-0.5
159,608,3,5645,108,1.0,0.0,0.0,0.4,0.4,-0.1
160,611,3,5624,109,1.0,0.0,0.0,0.05,0.4,0.1
161,615,3,5650,110,1.0,0.0,0.0,-0.2,0.3,0.15
162,618,3,5776,111,1.0,0.0,0.0,-0.25,0.4,-0.1
163,621,3,5793,112,1.0,0.0,0.0,-0.5,0.3,0.55
164,624,3,5810,113,1.0,0.0,0.0,-0.7,0.2,0.35
165,627,3,6021,114,1.0,0.0,0.0,-0.75,0.2,0.05
166,630,3,5912,114,1.0,0.0,0.0,-0.85,0.3,-0.2
167,633,3,6350,115,1.0,0.0,0.0,-0.55,0.15,-0.5
168,637,3,6985,115,1.0,0.0,0.0,-0.3,0.15,-0.7
169,640,3,6786,116,1.0,0.0,0.0,-1.05,0.45,0.1
170,643,3,6248,117,1.0,0.0,0.0,-1.1,0.3,-0.05
171,646,3,6312,117,1.0,0.0,0.0,-0.95,0.25,-0.2
172,649,3,6033,117,1.0,0.0,0.0,-1.45,0.3,0.25
173,653,3,6106,118,1.0,0.0,0.0,-1.35,0.25,0.2
174,656,3,6220,118,1.0,0.0,0.0,-1.05,0.3,-0.1
175,659,3,6402,118,1.0,0.0,0.0,-0.65,0.15,-0.45
176,663,3,6661,118,1.0,0.0,0.0,-1.0,0.3,-0.05
177,666,3,6221,119,1.0,0.0,0.0,-1.25,0.25,0.05
178,670,3,6358,119,1.0,0.0,0.0,-0.8,0.2,-0.35
179,673,3,6576,119,1.0,0.0,0.0,-1.2,0.3,0.1
180,676,3,6181,120,1.0,0.0,0.0,-1.35,0.2,0.15
181,680,3,6440,120,1.0,0.0,0.0,-0.75,0.2,-0.35
182,683,3,6444,120,1.0,0.0,0.0,-1.05,0.3,-0.1
183,686,3,6485,121,1.0,0.0,0.0,-0.9,0.25,-0.2
184,689,3,6514,121,1.0,0.0,0.0,-0.9,0.3,-0.2
185,693,3,6512,122,1.0,0.0,0.0,-0.85,0.3,-0.15
186,696,3,6396,123,1.0,0.0,0.0,-1.0,0.3,0.0
187,700,3,6405,124,1.0,0.0,0.0,-1.0,0.3,0.05
188,703,3,6439,124,1.0,0.0,0.0,-0.9,0.3,0.1
189,706,3,6470,125,1.0,0.0,0.0,-1.1,0.4,-0.05
190,710,3,6677,125,1.0,0.0,0.0,-0.4,0.5,0.1
191,713,3,7007,126,1.0,0.0,0.0,0.0,0.1,-0.6
192,717,3,7378,126,1.0,0.0,0.0,0.1,0.25,0.45
193,720,3,6677,128,1.0,0.0,0.0,0.35,0.45,0.2
